CATEGORY	BIBTEXKEY	author	title	year	(title_translation)	publisher	address	pages	booktitle	(booktitle_translation)	editor	journal	volume	number	school	note	url	howpublished	contributor	date_added	comment	correction_notes	checked
misc	kumyktil	NA	Kʺumukʺ til	2021												Accessed: 2021-12-17		\url{https://kumykskij-jazyk.rf/ru/slovar}	Chiara Naccarato	17.12.2021		author?	Y
book	maciev1961	Maciev, Axmet G.	Čečensko-russkij slovarʹ	1961	Chechen-Russian dictionary	Gosudarstvennoe izdatelʹstvo inostrannyx i nacionalʹnyx slovarej	Moskva												Anastasia Panova	30.08.2021			Y
book	madieva1965	Madieva, Gjulʹšaxan I.	Grammatičeskij očerk bežtinskogo jazyka	1965	Grammatical profile of Bezhta	DGU	Maxačkala																Y
book	magomedbekova1967	Magomedbekova, Zagidat M.	Axvaxskij jazyk	1967	Akhvakh	Mecniereba	Tbilisi																Y
book	magomedbekova1971	Magomedbekova, Zagidat M.	Karatinskij jazyk	1971	Karata 	Mecniereba	Tbilisi																Y
incollection	magomedbekova1998	Magomedbekova, Zagidat M.	Tindinskij jazyk	1998	Tindi	Academia	Moskva	25--32	Jazyki mira. Kavkazskie jazyki	Languages of the world. Caucasian languages	Alekseev, Mixail E. i dr.								Chiara Naccarato	19.08.2021			Y
incollection	magomedbekova2001	Magomedbekova, Zagidat M.	Botlixskij jazyk	2001	Botlikh	Academia	Moskva	228--236	Jazyki mira. Kavkazskie jazyki	Languages of the world. Caucasian languages	Alekseev, Mixail E. i dr.								Chiara Naccarato	05.02.2021			Y
book	magomedova1999	Magomedova, Patimat T.	Čamalinsko-russkij slovarʹ	1999	Chamalal-Russian dictionary	IJaLI	Maxačkala																Y
book	magomedova2003	Magomedova, Patimat T.	Tindinsko-russkij slovarʹ	2003	Tindi-Russian dictionary	IJaLI	Maxačkala																Y
book	magomedova2004	Magomedova, Patimat T.	Bagvalinsko-russkij slovarʹ	2004	Bagvalal-Russian dictionary	IJaLI	Maxačkala																Y
book	magomedova2012	Magomedova, Patimat T.	Tindinskij jazyk	2012	Tindi	IJaLI	Maxačkala																Y
book	magomedovaabdulaeva2007	Magomedova, Patimat T. i Abdulaeva, Indira A.	Axvaxsko-russkij slovarʹ	2007	Akhvakh-Russian dictionary	IJaLI	Maxačkala												Samira Verhees				Y
book	magomedovaxalidova2001	Magomedova, Patimat T. i Xalidova, Rašidat Š.	Karatinsko-russkij slovarʹ	2001	Karata-Russian dictionary	IJaLI	Maxačkala																Y
book 	magomedovsaidovakutta2017	Magomedov, Amirbek D., Saidov-Akutta Nabigulla I.	Kubačinsko-russkij slovarʹ	2017	Kubachi-Russian dictionary	Nauka	Sankt-Peterburg												Polina Smyr	24.08.2021			Y
book	magometov1963	Magometov, Aleksandr A.	Kubačinskij jazyk	1963	Kubachi	Akademija Nauk Gruzinskoj SSR	Tbilisi																Y
book	magometov1965	Magometov, Aleksandr A.	Tabasaranskij jazyk: issledovanie i teksty	1965	Tabasaran: research and texts	Mecniereba	Tbilisi																Y
book	magometov1970	Magometov, Aleksandr A.	Agulʹskij jazyk	1970	Agul	Mecniereba	Tbilisi																Y
book	magometov1982	Magometov, Aleksandr A.	Megebskij dialekt darginskogo jazyka: issledovanie i teksty	1982	Mehweb dialect of Dargwa: research and texts	Mecniereba	Tbilisi												Polina Nasledskova				Y
misc	maisak2006	Majsak, Timur A.	Kratkij russko-udinskij razgovornik (Nidžskij dialekt) 	2006	Short Udi phrasebook (Nizh dialect)											Accessed: 2021-12-17		\url{http://udilang.narod.ru/texts/Udirazgovornik.pdf}	Chiara Naccarato	17.12.2021			Y
incollection	maisak2008	Majsak, Timur A.	Glagolʹnaja paradigma udinskogo jazyka (Nidžskij dialekt)	2008	Verb paradigm in Udi (Nizh dialect)	Akademija	Moskva	96--161	Udinskij sbornik: grammatika, leksika, istorija jazyka	Udi. Grammar. Lexicon. History of the language	Alekseev, Mixail E. i Majsak, Timur A. i Ganenkov, Dmitrij S. i Lander, Jurij A.												
book	maisak2014	Majsak, Timur A.	Agulʹskie teksty 1900-1960-x godov.	2014	Agul texts of the 1900-1960s	Academia	Moskva												Corrected (Chiara Naccarato)	01.02.2021			Y
incollection	maisak2016	Majsak, Timur A.	Perfekt i aorist v nidžskom dialekte udinskogo jazyka	2016	Perfect and aorist in the Nizh dialect of Udi	Nauka	Sankt-Peterburg	315--378	Tipologija perfekta		Majsak, Timur A. i Plungjan, Vladimir A. i Semёnova, Ksenija P.												Y
unpublished	maisak2016andi	Majsak, Timur A.	Glagolʹnaja sistema rikvaninskogo govora andijskogo jazyka: formoobrazovanie	2016	The verbal system of the Rikvani dialect of Andi: inflection	Handout													Samira Verhees				Y
unpublished	maisak2017	Maisak, Timur	Tense and aspect among the factors conditioning the distribution of quotatives: data from Andi	2017												12th Conference of the Association for Linguistic Typology (ALT) Workshop ``Reported speech as a syntactic domain'' Canberra, 15 December 2017. Hand-out							Y
incollection	maisak2018	Maisak, Timur	The Aorist/Perfect distinction in Nizh Udi	2018		Brill	Leiden	120--165	The semantics of verbal categories in Nakh-Daghestanian languages		Forker, Diana and Maisak, Timur												Y
misc	maisak2020	Maisak, Timur	Affixal, phrasal and clausal caritives in Nakh-Daghestanian	2020															Anastasia Panova	30.08.2021	this is a conference abstract		Y
incollection	maisak2021	Maisak, Timur	Structural and functional variations of the perfect in Lezgic languages	2021		John Benjamins	Amsterdam	88--115	The perfect volume		Eide, Kristin Melum and Fryd, Marc								Samira Verhees		NOT IN THE FOLDER		Y
incollection	maisakchumakina2001	Majsak, Timur A. i Čumakina, Marina È.	Diskursivnye časticy	2001	Discursive particles	Nasledie	Moskva	702--723	Bagvalinskij jazyk. Grammatika, teksty, slovari	The Bagvalal language. Grammar, texts, dictionaries	Kibrik, Aleksandr E. i Ljutikova, Ekaterina A. i Tatevosov, Sergej G.												Y
incollection	maisakganenkov2016	Maisak, Timur and Ganenkov, Dmitry 	Aghul	2016		De Gruyter Mouton	Berlin/Boston	3579--3594	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz												Y
article	maisakmerdanova2002	Majsak, Timur A. i Merdanova, Solmaz R.	Kategorija èvidencialʹnosti v agulʹskom jazyke	2002	The category of evidentiality in Agul			102--112				Kavkazovedenie	1										Y
book	maisakmerdanova2002b	Majsak, Timur A. i Merdanova, Solmaz R.	Glagolʹnaja sistema xpjukskogo govora agulʹskogo jazyka	2002	Verb system of Huppuk Agul	Manuscript											http://www.lingvarium.org/maisak/publ/Maisak_Merdanova-2002-verb.pdf				NOT IN THE FOLDER		Y
incollection	maisakmerdanova2016	Majsak, Timur A. i Merdanova, Solmaz R.	Perfekt i smežnye značenija v agulʹskom jazyke	2016	The perfect and adjacent meanings in Agul	Nauka	Sankt-Peterburg	379--422	Tipologija perfekta	Typology of the perfect	Majsak, Timur A. i Plungjan, Vladimir A. i Semёnova, Ksenija P.								Samira Verhees				Y
article	maisaktatevosov1998	Majsak, Timur A. i Tatevosov, Sergej G.	Kodirovanie èpistemičeskogo statusa sredstvami morfosintaksisa	1998	Encoding of epistemic status with morphosyntactic means			60--88				Voprosy jazykoznanija		1					Samira Verhees				Y
incollection	maisaktatevosov2001	Majsak, Timur A. i Tatevosov, Sergej G.	Èvidencialʹnostʹ	2001	Evidentiality	Nasledie	Moskva	293--318	Bagvalinskij jazyk. Grammatika, teksty, slovari	The Bagvalal language. Grammar, texts, dictionaries	Kibrik, Aleksandr E. i Ljutikova, Ekaterina A. i Tatevosov, Sergej G.												Y
incollection	maisaktatevosov2007	Maisak, Timur and Tatevosov, Sergei	Beyond evidentiality and mirativity. Evidence from Tsakhur	2007		Peeters	Louvain/Paris/Dudley MA	377--406	L'Énonciation médiatisée II		Guentchéva, Zlatka and Landabaru, John												Y
book	mallaeva2007	Mallaeva, Zulajxat M.	Glagol avarskogo jazyka: struktura, semantika, funkcii	2007	The verb in Avar: structure, semantics, functions	IJaLI	Maxačkala																Y
phdthesis	maxmudova2002	Maxmudova, Svetlana M.	Grammatičeskie klassy slov i grammatičeskie kategorii rutulʹskogo jazyka	2002	Grammatical word classes and grammatical categories of Rutul										DGU								Y
book	mejlanova1984	Mejlanova, Uneizat A.	Buduxsko-russkij slovarʹ	1984	Budukh-Russian dictionary	Nauka	Moskva												Chiara Naccarato	31.01.2021			Y
book	merdanova2004	Merdanova, Solmaz R.	Morfologija i grammatičeskaja semantika agulʹskogo jazyka (na materiale xpjukskogo govora) 	2004	Morphology and grammatical semantics of Agul language based on Khpyuk dialect	RAN IJa	Moskva												Corrected (Chiara Naccarato)	01.02.2021			Y
book	mikailov1967	Mikajlov, Kazbek Š.	Arčinskij jazyk	1967	Archi	IJaLI	Maxačkala																Y
book	mobili2010	Mobili, Robert B.	Udinsko-azerbajdžansko-russkij slovarʹ	2010	Udi-Azerbaijani-Russian dictionary	Leman	Baku												Polina Smyr	30.08.2021			Y
unpublished	molochieva2007	Molochieva, Zarina	Category of evidentiality and mirativity in Chechen	2007												Conference on the Languages of the Caucasus, 7-9.12.2007, Max Planck Institute EVA, Leipzig. Hand-out							Y
phdthesis	molochieva2010	Molochieva, Zarina	Tense, aspect and mood in Chechen	2010											Universität Leipzig								Y
incollection	moroz2019	Moroz, George	Phonology of Mehweb	2019		Language Science Press	Berlin	17--37	The Mehweb language. Essays on phonology, morphology and syntax		Daniel, Michael and Dobrushina, Nina and Ganenkov, Dmitry								George Moroz	12.08.2021			Y
unpublished	morozetaldraft2021	Moroz, George and Naccarato, Chiara and Verhees, Samira	Godoberi	2021		De Gruyter Mouton	Berlin/New York		The Caucasian Languages. An International Handbook		Koryakov, Yuri and Maisak, Timur								George Moroz	12.08.2021	NOT IN THE FOLDER		Y
book	musaev2002	Musaev, Magomed-Said M.	Darginskij jazyk	2002	The Dargwa language	Akademija	Moskva								DGU								Y
book	musaev2018	Musaev, Kenesbaj M.	Nogajsko-russkij slovarʹ	2018	Nogai-Russian dictionary	Nauka	Moskva												Chiara Naccarato	17.12.2021			Y
book	mutalov2002	Mutalov, Rasul O.	Glagol Darginskogo jazyka	2002	The verb in Dargwa	Izdatelʹsko-poligrofičeskij centr DGU	Maxačkala																Y
incollection	mutalov2018	Mutalov, Rasul	The tense/aspect system of Standard Dargwa	2018		Brill	Leiden	49--79	The semantics of verbal categories in Nakh-Daghestanian languages		Forker, Diana and Maisak, Timur								Samira Verhees				Y
book	naftaliev2016	Naftaliev, Mardaxaj N.	Evrejsko (džuuri)-russkij slovarʹ	2016	Juhuri-Russian dictionary	STMÈGI	Moskva												Samira Verhees	31.01.2021			Y
incollection	nichols1994	Nichols, Johanna	Chechen	1994		Caravan Press	Delmar, NY	1--77	The Indigenous Languages of the Caucasus, vol. 4: The Northeast Caucasian Languages, Part 2		Smeets, Rieks												Y
incollection	nichols1994ingush	Nichols, Johanna	Ingush	1994		Caravan Press	Delmar, NY	79--145	The Indigenous Languages of the Caucasus, vol. 4: The Northeast Caucasian Languages, Part 2		Smeets, Rieks								Polina Nasledskova				Y
book	nichols2011	Nichols, Johanna	Ingush grammar	2011		University of California Press	Berkeley/Los Angeles																Y
misc	nicholssite	Nichols, Johanna	Useful phrases in Ingush	2021		University of California Press	Berkeley/Los Angeles									Accessed: 2021-12-17		\url{http://linguistics.berkeley.edu/~ingush/useful_phrases.html}	Chiara Naccarato	17.12.2021			Y
misc	omniglotGM	Ager, Simon	Good morning in many languages	2021												Accessed: 2021-12-17		\url{https://omniglot.com/language/phrases/goodmorning.htm}	Chiara Naccarato	17.12.2021			Y
mastersthesis	pasquereau2010	Pasquereau, Jérémy	Formes spatiales des noms en karata: emplois spatiaux et non-spatiaux	2010											Université Lumière Lyon II				Chiara Naccarato				Y
unpublished	pasquereaudraft2020	Pasquereau, Jérémy	Karata	2020		De Gruyter Mouton	Berlin/New York		The Caucasian Languages. An International Handbook		Koryakov, Yuri and Maisak, Timur								Samira Verhees				Y
unpublished	polinskydraft2015	Polinsky, Maria 	Tsez Syntax: A Description	2015															Sara Zadykyan				Y
article	ramattopadze2007	Giacalone Ramat, Anna and Topadze, Manana	The coding of evidentiality: a comparative look at Georgian and Italian.	2007				7--38				Rivista di Linguistica	19	1					Samira Verhees	31.03.2021			Y
book	ramazanov2010	Ramazanov, Muslim R.	Agulʹsko-russkij slovarʹ	2010	Agul-Russian dictionary	Lotos	Maxačkala												Samira Verhees				Y
incollection	saadiev1994	Saadiev, Sh. M.	Kryts	1994		Caravan Press	Delmar, NY	407--446	The Indigenous Languages of the Caucasus. Vol. 4: The Northeast Caucasian Languages. Part 2		Smeets, Rieks								Chiara Naccarato	19.08.2021	NOT IN THE FOLDER	author name	Y
book	saidova1973	Saidova, Patimat A.	Godoberinskij jazyk. Grammatičeskij očerk, teksty, slovarʹ	1973	Godoberi. Grammar, texts, dictionary	IJaLI	Maxačkala																Y
incollection	saidova2001	Saidova, Patimat A.	Botlixskij jazyk	2001	Botlikh	Academia	Moskva	222--228	Jazyki Rossijskoj Federacii i sosednix gosudarstv. Ènciklopedija v trex tomax	The languages of Russia and adjacent states. Encyclopaedia in three volumes									Chiara Naccarato	05.02.2021			Y
book	saidova2006	Saidova, Patimat A.	Godoberinsko-russkij slovarʹ	2006	Godoberi-Russian dictionary	DNC RAN Institut jazyka, literatury i iskusstva im. G. Cadasy i Institut èvoljucionnoj antropologii im. M. Planka	Maxačkala												Chiara Naccarato	31.01.2021			Y
book	saidova2007	Saidova, Patimat A.	Zakatalʹskij dialekt avarskogo jazyka	2007	The Zaqatala dialect of Avar	IJaLI	Maxačkala												Samira Verhees				Y
book	saidova2008	Saidova, Patimat A.	Dialektologičeskij slovarʹ avarskogo jazyka	2008	Avar dialect dictionary	Nauka	Sankt-Peterburg												Polina Smyr	22.08.2021			Y
book	saidovaabusov2012	Saidova, Patimat A. i Abusov, Magomed G.	Botlixsko-russkij slovarʹ	2012	Botlikh-Russian dictionary	DNC RAN Institut jazyka, literatury i iskusstva im. G. Cadasy i Institut èvoljucionnoj antropologii im. M. Planka	Maxačkala												Sara Zadykyan				Y
book	salimov2010	Salimov, Xangerej Saidovič	Gagatlinskij govor andijskogo jazyka	2010	The Gagatli dialect of Andi	IJaLI	Maxačkala												Samira Verhees		2010 reprint of a 1968 dissertation.		Y
book	schulze1982	Schulze, Wolfgang	Die Sprache der Uden in Nord-Azerbajdžan	1982		Otto Harrasowitz	Wiesbaden																Y
unpublished	schulze2005	Schulze, Wolfgang	A functional grammar of Udi	2005															Polina Nasledskova		NOT IN THE FOLDER	INCOMPLETE	Y
incollection	schulze2016khinalug	Schulze, Wolfgang	Khinalug	2016		De Gruyter Mouton	Berlin/Boston	3605--3622	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz												Y
incollection	schulze2016lak	Schulze, Wolfgang	Lak	2016		De Gruyter Mouton	Berlin/Boston	3622--3638	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz										NOT IN THE FOLDER		Y
incollection	schulze2016udi	Schulze, Wolfgang	Udi	2016		De Gruyter Mouton	Berlin/Boston	3564--3578	Word-Formation. An International Handbook of the Languages of Europe. Volume 5		Müller, Peter O. and Ohnheiser, Ingeborg and Olsen, Susan and Rainer, Franz												Y
phdthesis	shakhbanova2007	Šaxbanova, Džuma N.	Butrinskij govor darginskogo jazyka	2007	The Butri dialect of Dargwa										Dagestanskij Gosudarstvennyj Pedagogičeskij Universitet				Chiara Naccarato	19.08.2021	NOT IN THE FOLDER		Y
incollection	shejkhov1983	Šejxov, Ènver M.	Sistema poslelogov v buduxskom jazyke	1983		Karačaevo-čerkesskij NII istorii, filologii i èkonomiki	Čerkessk	282--287	Sistema preverbov i poslelogov v iberijsko-kavkazskix jazykax	The system of preverbs and postpositions in Caucasian languages	Tabulova, N. T. i Temirova, R. X.								Anastasia Panova	30.08.2021	NOT IN THE FOLDER		Y
book	shiralievsevortyan1971	Širaliev, Mamedaga Š. i Sevortjan, Èrvand V.	Grammatika azerbajdžanskogo jazyka (fonetika, morfologija, sintaksis)	1971	Azerbaijani grammar (phonetics, morphology, syntax)	Èlm	Baku																Y
incollection	sosenskaja1999	Sosenskaja, Tatʹjana B.	Sravnitelʹnye konstrukcii	1999	Comparative constructions	Nasledie	Moskva	560--568	Èlementy caxurskogo jazyka v tipologičeskom osveščenii	Elements of the Tsakhur language in a typological perspective	Kibrik, Aleksandr E. i Tatevosov, Sergej G.												Y
incollection	sosenskaja1999num	Sosenskaja, Tatʹjana B.	Čislitelʹnoe	1999	Numeral	Nasledie	Moskva	152-180	Èlementy caxurskogo jazyka v tipologičeskom osveščenii	Elements of the Tsakhur language in a typological perspective	Kibrik, Aleksandr E. i Tatevosov, Sergej G.								Polina Nasledskova				Y
incollection	sosenskaja1999post	Sosenskaja, Tatʹjana B.	Poslelog	1999	Postposition	Nasledie	Moskva	121--129	Èlementy caxurskogo jazyka v tipologičeskom osveščenii	Elements of the Tsakhur language in a typological perspective	Kibrik, Aleksandr E. i Tatevosov, Sergej G.								Chiara Naccarato	09.02.2021			Y
incollection	sosenskaja2001	Sosenskaja, Tatʹjana B.	Sravnitelʹnye konstrukcii	2001	Comparative constructions	Nasledie	Moskva	408--424	Bagvalinskij jazyk. Grammatika, teksty, slovari	The Bagvalal language. Grammar, texts, dictionaries	Kibrik, Aleksandr E. i Ljutikova, Ekaterina A. i Tatevosov, Sergej G.												Y
incollection	sosenskajatatevosov1996	Sosenskaja, Tatjana and Tatevosov, Sergej	Comparative construction	1996		Lincom Europa	Munich/Newcastle	167--169	Godoberi		Kibrik, Alexandr and Tatevosov, Sergej and Eulenberg, Alexander												Y
article	sulejmanova2013	Sulejmanova, Džavgarat I.	Nazvanija životnyx v botlixskom jazyke	2013	Animal names in Botlikh			195--198				Vestnik VÈGU	65	3					Chiara Naccarato	05.02.2021			Y
phdthesis	suleymanov1957	Sulejmanov, Ja. G.	Grammatičeskij očerk andijskogo jazyka (po dannym govora s. Rikvani)	1957	A grammar sketch of Andi (based on data from the Rikvani dialect)		Moskva								Institut jazykoznanija RAN SSSR				Polina Nasledskova			author name	Y
book	sumbatovalander2014	Sumbatova, Nina R. i Lander, Jurij A.	Darginskij govor selenija Tanty: grammatičeskij očerk. Voprosy sintaksisa	2014		Jazyki slavjanskoj kulʹtury	Moskva												Samira Verhees				Y
book	sumbatovamutalov2003	Sumbatova, Nina R. and Mutalov, Rasul O.	A Grammar of Icari Dargwa	2003		Lincom Europa	Munich																Y
book	talibov2007	Talibov, Bukar B.	Buduxskij jazyk	2007	Budukh	Akademija	Moskva																Y
book	talibovgadzhiev1966	Talibov, Bukar B. i Gadžiev, Magomed M.	Lezginsko-russkij slovarʹ	1966	Lezgian-Russian dictionary	Sovetskaja Ènciklopedija	Moskva												Samira Verhees	31.01.2021	NOT IN THE FOLDER		Y
incollection	tatevosov1996a	Tatevosov, Sergei	Attributives	1996		Lincom Europa	Munich/Newcastle	20--35	Godoberi		Kibrik, Alexandr E. and Tatevosov, Sergej G. and Eulenberg, Alexander								George Moroz	28.04.2021			Y
incollection	tatevosov1996b	Tatevosov, Sergei	Quantification	1996		Lincom Europa	Munich/Newcastle	237-255	Godoberi		Kibrik, Alexandr E. and Tatevosov, Sergej G. and Eulenberg, Alexander								Polina Nasledskova				Y
article	tatevosov2001	Tatevosov, Sergei	From resultatives to evidentials: Multiple uses of the perfect in Nakh-Daghestanian languages	2001				443--464				Journal of Pragmatics	33	3					Samira Verhees				Y
incollection	tatevosov2001gramtense	Tatevosov, Sergej G.	Analitičeskie glagolʹnye formy	2001	Analytical verb forms	Nasledie	Moskva	105--115	Bagvalinskij jazyk. Grammatika, teksty, slovari	The Bagvalal language. Grammar, texts, dictionaries	Kibrik, Aleksandr E. i Ljutikova, Ekaterina A. i Tatevosov, Sergej G.								Samira Verhees				Y
incollection	tatevosov2001numerals	Tatevosov, Sergej G.	Čislitelʹnoe	2001	Numeral	Nasledie	Moskva	155--159	Bagvalinskij jazyk. Grammatika, teksty, slovari	The Bagvalal language. Grammar, texts, dictionaries	Kibrik, Aleksandr E. i Ljutikova, Ekaterina A. i Tatevosov, Sergej G.												Y
incollection	tatevosov2007	Tatevosov, Sergej G.	Èvidencialʹnostʹ i admirativ v bagvalinskom jazyke	2007	Evidentiality and admirative in Bagvalal	Nauka	Sankt-Peterburg	351--397	Èvidencialʹnostʹ v jazykax Evropy i Azii: sbornik statej pamjati Natalʹi Andreevny Kozincevoj	Evidentiality in the languages of Europe and Asia: papers in honor of Natal'ja Andreevna Kozinceva	Xrakovskij, Viktor S.								Samira Verhees				Y
book	temirbulatova2004	Temirbulatova, Sapijaxanum M.	Xajdakskij dialekt darginskogo jazyka	2004	Khaidak dialect of Dargwa	Institut jazyka, literatury i iskusstva im. G. Cadasy	Maxačkala												Polina Nasledskova				Y
incollection	testelecxalilov1998	Testelec, Jakov G. i Xalilov, Madžid Š.	Bežtinskij jazyk	1998	Bezhta	Academia	Moskva	44--53	Jazyki mira. Kavkazskie jazyki	Languages of the world. Caucasian languages	Alekseev, Mixail E. i dr.								Chiara Naccarato	18.08.2021			Y
book	vandenberg1995	van den Berg, Helma	A grammar of Hunzib	1995		Lincom	Munich																Y
book	vandenberg2001	van den Berg, Helma	Dargi folktales. Oral stories from the Caucaus with an introduction to Dargi grammar	2001		CNWS	Leiden																Y
incollection	verhees2018	Verhees, Samira	The perfect in Avar and Andi: Cross-linguistic variation among two closely related East Caucasian languages	2018		John Benjamins	Amsterdam	261--280	Tense, aspect, modality and evidentiality: Cross-linguistic perspectives		Ayoun, Dalila and Celle, Agnès and Lansari, Laure								Samira Verhees				Y
unpublished	verheesnaccarato2019	Verhees, Samira and Naccarato, Chiara	Towards a tentative origin of animacy markers in Botlikh	2019															Polina Nasledskova		NOT IN THE FOLDER		Y
incollection	wilson2021	Wilson, Daniel J.	A sketch of Sagada morphology	2021		Institut jazykoznanija RAN	Moskva	386--410	Durxʺasi xazna. Sbornik statej k 60-letiju R. O. Mutalova	Durqasi χazna. A collection of papers for R. O. Mutalov’s 60th birthday	Majsak, Timur A. i Sumbatova, Nina R. i Testelec, Jakov G.								George Moroz	11.08.2021	NOT IN THE FOLDER		Y
article	xalidova2017	Xalidova, Rašidat Š.	Lingvističeskij portret botlixskogo jazyka	2017	A linguistic portrait of the Botlikh language			77--81				Vestnik Akademii nauk Čečenskoj respubliki	34	1					Chiara Naccarato	05.02.2021			Y
incollection	xalilov1998	Xalilov, Madžid Š.	Cezskij jazyk	1998	Tsez	Academia	Moskva	62--73	Jazyki mira. Kavkazskie jazyki	Languages of the world. Caucasian languages	Alekseev, Mixail E. i dr.												Y
book	xalilov1999	Xalilov, Madžid Š.	Cezsko-russkij slovarʹ	1999	Tsez-Russian dictionary	DNC RAN Institut jazyka, literatury i iskusstva im. G. Cadasy i Institut èvoljucionnoj antropologii im. M. Planka	Maxačkala												Chiara Naccarato	31.01.2021			Y
book	xalilov2015	Xalilov, Madžid Š.	Slovarʹ bežtinskogo jazyka	2015	A dictionary of the Bezhta language	DNC RAN Institut jazyka, literatury i iskusstva im. G. Cadasy i Institut èvoljucionnoj antropologii im. M. Planka	Maxačkala												Chiara Naccarato	31.01.2021	nado proveritʹ vse istočniki ètogo izdatelʹskogo doma, vezde po-raznomu		Y
book	xalilovisakov2005	Xalilov, Madžid Š. i Isakov, Isak A.	Ginuxsko-russkij slovarʹ	2005	Hinuq-Russian dictionary	DNC RAN Institut jazyka, literatury i iskusstva im. G. Cadasy i Institut èvoljucionnoj antropologii im. M. Planka	Maxačkala												Chiara Naccarato	31.01.2021			Y
book	xanmagomedovshalbuzov2001	Xanmagomedov, Bejdullax G-.K. i Šalbuzov, Kim T.	Tabasaransko-russkij slovarʹ	2001	Tabasaran-Russian dictionary	Nauka	Moskva																Y
book	yusupov2014	Jusupov, Xizri A. 	Darginsko-russkij slovarʹ 	2014	Dargwa-Russian dictionary	Institut istorii, jazyka i literatury im. G. Cadasy	Maxačkala												Polina Smyr	24.08.2021			Y
book	zhirkov1936	Žirkov, Lev I.	Avarsko-russkij slovarʹ	1936	Avar-Russian dictionary	Gosudarstvennyj institut "Sovetskaja ènciklopedija"	Moskva												Polina Smyr	22.08.2021			Y
book	zhirkov1955	Žirkov, Lev I.	Lakskij jazyk	1955	Lak	Akademija	Moskva																Y
article	martzloff2017	Martzloff, Vincent	The derivational history of ordinal numbers in Armenian, Georgian and other Caucasian languages	2017		Institut jazyka, literatury i iskusstva im. Gamzata Cadasy DNC RAN	Maxačkala	154—158	Historical linguistics of the Caucasus: Book of abstracts		Otʹe Ž., Žerarden È., Magomedov M. I., Majsak T. A.								Maksim Melenchenko	09.11.2021			
